id,placename,municipality,province,population
599160,Queensburgh,eThekwini,KwaZulu-Natal,54846
503044,Quha,Umzumbe,KwaZulu-Natal,656
291091,Qukuswayo,Port St Johns,Eastern Cape,772
284355,Quluqu,Engcobo,Eastern Cape,703
290218,Qumbini,Ngquza Hill,Eastern Cape,54
597021,Qumeni,Ubuhlebezwe,KwaZulu-Natal,741
282071,Qungu,Intsika Yethu,Eastern Cape,150
293287,Quthubeni,Mhlontlo,Eastern Cape,532
276179,Qutubeni,Nkonkobe,Eastern Cape,173
290163,Qwabe,Ngquza Hill,Eastern Cape,353
581053,Qwasha,Ulundi,KwaZulu-Natal,1094
294150,Qweqwe,King Sabata Dalindyebo,Eastern Cape,1305
296134,Qwidlana B,Umzimvubu,Eastern Cape,69
379012,Raaswater,//Khara Hais,Northern Cape,2798
661025,Rabokala,Madibeng,North West,5700
969007,Raditshaba,Blouberg,Limpopo,307
167028,Raithby,Stellenbosch,Western Cape,908
499013,Rakhoi,Mangaung,Free State,174
974026,Ramakgaphola,Polokwane,Limpopo,1525
872013,Ramantsho,Dr JS Moroka,Mpumalanga,138
360039,Ramatele,Joe Morolong,Northern Cape,21
475003,Rammulotsi,Moqhaka,Free State,29377
974100,Ramogale,Polokwane,Limpopo,2295
295140,Ramohlakoana,Matatiele,Eastern Cape,651
973030,Ramokgopa,Molemole,Limpopo,14859
667028,Ramosadi,Mafikeng,North West,6566
799002,Ramotse,City of Tshwane,Gauteng,15760
961107,Ramphenyane,Greater Letaba,Limpopo,410
764003,Randfontein NU,Randfontein,Gauteng,6023
662043,Rankelenyane,Rustenburg,North West,1502
982080,Rantlakana,Mogalakwena,Limpopo,1938
981007,Rapotokwane,Bela-Bela,Limpopo,2787
662011,Rasimone,Rustenburg,North West,45
499017,Ratabane,Mangaung,Free State,222
983043,Rathoke,Ephraim Mogale,Limpopo,5361
665002,Ratlou NU,Ratlou,North West,5816
273053,Rawini,Amahlathi,Eastern Cape,354
287010,Rayisini,Senqu,Eastern Cape,177
663005,Reagile,Kgetlengrivier,North West,17157
461002,Reddersburg,Kopanong,Free State,669
297135,Redoubt,Mbizana,Eastern Cape,502
478014,Refengkgotso,Metsimaholo,Free State,17646
670002,Rekgaritlhile,Naledi,North West,3801
962028,Relela,Greater Tzaneen,Limpopo,3990
664045,Renosterspruit,Moses Kotane,North West,1115
799055,Rethabiseng,City of Tshwane,Gauteng,10964
579022,Rhebokfontein,UPhongolo,KwaZulu-Natal,3053
291216,Rhephu,Port St Johns,Eastern Cape,262
287136,Rhodes,Senqu,Eastern Cape,73
271220,Rhoxeni,Mnquma,Eastern Cape,379
276041,Rhwantsana,Nkonkobe,Eastern Cape,98
538011,Richards Bay,uMhlathuze,KwaZulu-Natal,57387
260158,Richmond Pines,Buffalo City,Eastern Cape,640
294133,Ridge,King Sabata Dalindyebo,Eastern Cape,1073
164008,Riebeek West,Swartland,Western Cape,4350
378002,Riemvasmaak,Kai !Garib,Northern Cape,694
267001,Rietbron,Baviaans,Eastern Cape,1184
869006,Rietkuil,Steve Tshwete,Mpumalanga,3635
598204,Rietvlei,Umzimkhulu,KwaZulu-Natal,2509
274030,Ripplemead,Ngqushwa,Eastern Cape,267
383007,Ritchie,Sol Plaatjie,Northern Cape,7610
586033,River View,Mtubatuba,KwaZulu-Natal,840
171007,Riviersonderend,Theewaterskloof,Western Cape,5245
199012,Robben Island,City of Cape Town,Western Cape,116
167021,Robertsvlei,Stellenbosch,Western Cape,9
260145,Rocklands,Buffalo City,Eastern Cape,83
669022,Rodikhudu,Ramotshere Moiloa,North West,435
462006,Roleleathunya,Mohokare,Free State,5955
283111,Rona,Emalahleni,Eastern Cape,892
799018,Roodeplaat,City of Tshwane,Gauteng,912
982100,Rooibokfontein,Mogalakwena,Limpopo,2339
499004,Rooibult,Mangaung,Free State,320
667055,Rooigrond,Mafikeng,North West,2810
598007,Rooipoort,Umzimkhulu,KwaZulu-Natal,57
661012,Rooival,Madibeng,North West,281
571025,Rookdale,Okhahlamba,KwaZulu-Natal,4644
969123,Rora,Blouberg,Limpopo,115
164005,Rosenhof,Swartland,Western Cape,5117
287138,Rossouw,Senqu,Eastern Cape,284
462007,Rouxville,Mohokare,Free State,1355
592036,Royal Palm Estate,KwaDukuza,KwaZulu-Natal,367
660009,Ruigtesloot,Moretele,North West,2455
877112,Rulani,Bushbuckridge,Mpumalanga,2485
962016,Runnymede,Greater Tzaneen,Limpopo,5533
183008,Rustdene,Beaufort West,Western Cape,8241
662010,Rustenburg NU,Rustenburg,North West,18775
282024,Rwantsana,Intsika Yethu,Eastern Cape,184
271493,Rwantsane,Mnquma,Eastern Cape,112
282335,Sabalele,Intsika Yethu,Eastern Cape,89
587015,Sabhuza,Mfolozi,KwaZulu-Natal,1853
877136,Sabie Park,Bushbuckridge,Mpumalanga,121
964026,Sadawa,Maruleng,Limpopo,3963
870001,Sakhelwe,Emakhazeni,Mpumalanga,4664
286141,Sakhute,Elundini,Eastern Cape,388
560063,Salaap,Vulamehlo,KwaZulu-Natal,1373
163008,Saldanha,Saldanha Bay,Western Cape,28142
966062,Salema,Thulamela,Limpopo,3540
877010,Salique State Forest,Bushbuckridge,Mpumalanga,40
546014,Samangu,Maphumulo,KwaZulu-Natal,638
271451,Samini,Mnquma,Eastern Cape,106
542126,Samungu,Nkandla,KwaZulu-Natal,146
269012,Sanddrif,Kou-Kamma,Eastern Cape,280
874001,Sandfort,Mbombela,Mpumalanga,783
273108,Sandla,Amahlathi,Eastern Cape,143
968012,Sane,Makhado,Limpopo,447
581058,Sangoyane A,Ulundi,KwaZulu-Natal,266
593048,Sangwana,Ndwedwe,KwaZulu-Natal,824
294293,Sankobe,King Sabata Dalindyebo,Eastern Cape,267
592001,Sans Souci,KwaDukuza,KwaZulu-Natal,836
293240,Santini,Mhlontlo,Eastern Cape,292
296161,Saphukanduka,Umzimvubu,Eastern Cape,278
286149,Sapulanduko,Elundini,Eastern Cape,154
166001,Saron,Drakenstein,Western Cape,7843
478009,Sasolburg,Metsimaholo,Free State,30699
799057,Saulsville,City of Tshwane,Gauteng,105208
271388,Sawutana,Mnquma,Eastern Cape,138
294184,Sawutini,King Sabata Dalindyebo,Eastern Cape,922
292256,Sazinge,Nyandeni,Eastern Cape,424
199056,Scarborough,City of Cape Town,Western Cape,1075
376001,Schmidtsdrif,Siyancuma,Northern Cape,1163
667067,Schoongezicht,Mafikeng,North West,472
976028,Schuinsrand,Lepele-Nkumpi,Limpopo,1761
561011,Scottburgh,Umdoni,KwaZulu-Natal,11403
285005,Sdakeni,Sakhisizwe,Eastern Cape,79
546060,Sdoho,Maphumulo,KwaZulu-Natal,351
265004,Seafield,Ndlambe,Eastern Cape,296
297327,Seaview,Mbizana,Eastern Cape,1641
961073,Sebepe,Greater Letaba,Limpopo,1060
361030,Sebilong,Ga-Segonyana,Northern Cape,0
969068,Seboriane,Blouberg,Limpopo,1317
866006,Secunda,Govan Mbeki,Mpumalanga,40198
499011,Sediba A,Mangaung,Free State,443
970072,Sefahlane,Aganang,Limpopo,1001
986017,Sefeteng B,Fetakgomo,Limpopo,1710
664019,Sefikile,Moses Kotane,North West,4227
987021,Segorong,Greater Tubatse,Limpopo,679
360046,Segwaneng,Joe Morolong,Northern Cape,554
871021,Sehlakwana,Thembisile,Mpumalanga,1380
472065,Sejwalejwale,Maluti a Phofung,Free State,908
986071,Sekateng,Fetakgomo,Limpopo,1336
976071,Sekgophokgophong,Lepele-Nkumpi,Limpopo,3323
472045,Sekgutlong,Maluti a Phofung,Free State,625
672056,Sekhing,Greater Taung,North West,3700
969073,Sekiding,Blouberg,Limpopo,869
287059,Sekotong,Senqu,Eastern Cape,3604
970008,Sekuruwe,Aganang,Limpopo,227
983033,Selebaneng,Ephraim Mogale,Limpopo,269
985092,Selowane,Makhuduthamaga,Limpopo,446
985091,Semahlakole,Makhuduthamaga,Limpopo,388
872018,Semohlase,Dr JS Moroka,Mpumalanga,95
962001,Senakwe,Greater Tzaneen,Limpopo,2604
363001,Sendelingsdrif,Richtersveld,Northern Cape,192
294368,Sengqe,King Sabata Dalindyebo,Eastern Cape,419
978017,Senoela,Lephalale,Limpopo,561
285094,Senta,Sakhisizwe,Eastern Cape,76
986086,Sentlane,Fetakgomo,Limpopo,588
961028,Senwamokgope,Greater Letaba,Limpopo,4447
986038,Seokodibeng,Fetakgomo,Limpopo,535
984012,Sephaku,Elias Motsoaledi,Limpopo,6655
961019,Sephukubje,Greater Letaba,Limpopo,3135
987019,Serafa,Greater Tubatse,Limpopo,1175
962089,Serare,Greater Tzaneen,Limpopo,1390
976025,Serobaneng,Lepele-Nkumpi,Limpopo,1696
662031,Serutube,Rustenburg,North West,465
664093,Seshibitswe,Moses Kotane,North West,1687
969048,Sesuane,Blouberg,Limpopo,661
985063,Setase,Makhuduthamaga,Limpopo,607
986052,Seteneng,Fetakgomo,Limpopo,1033
962029,Sethone B,Greater Tzaneen,Limpopo,2276
969112,Setlaole,Blouberg,Limpopo,74
969045,Setloking,Blouberg,Limpopo,367
469001,Setsoto,Setsoto,Free State,185
667022,Setumo Park,Mafikeng,North West,2203
987060,Seuwe,Greater Tubatse,Limpopo,1690
877045,Seville A,Bushbuckridge,Mpumalanga,588
667031,Seweding,Mafikeng,North West,12227
561015,Sezela,Umdoni,KwaZulu-Natal,1203
569008,Sgweje,Indaka,KwaZulu-Natal,5926
672059,Shaleng,Greater Taung,North West,1537
593058,Shangase,Ndwedwe,KwaZulu-Natal,1570
973012,Shashe,Molemole,Limpopo,382
567017,Shayamoya,Mkhambathini,KwaZulu-Natal,390
575139,Shayanyawo A,Nqutu,KwaZulu-Natal,530
592041,Sheffield Beach,KwaDukuza,KwaZulu-Natal,1754
583039,Shemula,Jozini,KwaZulu-Natal,2495
874049,Sherwood,Mbombela,Mpumalanga,1534
966143,Shigalo,Thulamela,Limpopo,7670
966146,Shikundu,Thulamela,Limpopo,1953
529016,Shilengeni,Abaqulusi,KwaZulu-Natal,618
966183,Shingwidzi,Thulamela,Limpopo,11
960003,Shivulani,Greater Giyani,Limpopo,4525
568019,Shiyamphahla,Richmond,KwaZulu-Natal,805
506034,Shobeni,Hibiscus Coast,KwaZulu-Natal,2221
599148,Shongweni,eThekwini,KwaZulu-Natal,24
986001,Shubushubu,Fetakgomo,Limpopo,195
294137,Shukenxa,King Sabata Dalindyebo,Eastern Cape,960
581011,Shumayeleni,Ulundi,KwaZulu-Natal,1048
282173,Shushwana,Intsika Yethu,Eastern Cape,222
876049,Sibange,Nkomazi,Mpumalanga,3332
295200,Siberia,Matatiele,Eastern Cape,187
296156,Sibhozweni,Umzimvubu,Eastern Cape,248
594070,Sibomvini,Ingwe,KwaZulu-Natal,1986
281090,Sibonile  A,Lukanji,Eastern Cape,831
577007,Sibuyane,Umvoti,KwaZulu-Natal,695
290057,Sicwenza,Ngquza Hill,Eastern Cape,999
290141,Sidabekweni,Ngquza Hill,Eastern Cape,406
296032,Sidakeni B,Umzimvubu,Eastern Cape,984
264007,Sidbury,Makana,Eastern Cape,115
285075,Sidikidini,Sakhisizwe,Eastern Cape,465
876013,Sidlamafa,Nkomazi,Mpumalanga,4316
283076,Sidwadweni,Emalahleni,Eastern Cape,498
285031,Sifonondile,Sakhisizwe,Eastern Cape,374
284066,Sigangeni A,Engcobo,Eastern Cape,444
290030,Sigcawu,Ngquza Hill,Eastern Cape,160
284063,Sigidi,Engcobo,Eastern Cape,512
294320,Sigingini,King Sabata Dalindyebo,Eastern Cape,206
271279,Sigingqini B,Mnquma,Eastern Cape,816
506037,Sigodadeni,Hibiscus Coast,KwaZulu-Natal,804
286095,Sigoga,Elundini,Eastern Cape,61
580181,Sigubudu,Nongoma,KwaZulu-Natal,1425
286186,Sigungqwini,Elundini,Eastern Cape,181
282165,Sigxeni,Intsika Yethu,Eastern Cape,87
271071,Sihlabeni,Mnquma,Eastern Cape,519
270375,Sihlana,Mbhashe,Eastern Cape,328
286229,Sihlehleni,Elundini,Eastern Cape,161
297311,Sihlontlweni,Mbizana,Eastern Cape,557
542124,Sihosheni,Nkandla,KwaZulu-Natal,506
295213,Sijoka,Matatiele,Eastern Cape,791
292144,Sikalweni,Nyandeni,Eastern Cape,224
593026,Sikeni,Ndwedwe,KwaZulu-Natal,346
576044,Sikhaleni,Msinga,KwaZulu-Natal,1666
295178,Sikhetlane,Matatiele,Eastern Cape,812
270250,Sikhobeni,Mbhashe,Eastern Cape,577
298126,Sikhululweni,Ntabankulu,Eastern Cape,315
296196,Sikisi,Umzimvubu,Eastern Cape,2499
284247,Sikobeni,Engcobo,Eastern Cape,726
584007,Sikwakwaneni,The Big 5 False Bay,KwaZulu-Natal,1779
290183,Silangwe,Ngquza Hill,Eastern Cape,210
968033,Siloam,Makhado,Limpopo,2049
575120,Silutshana A,Nqutu,KwaZulu-Natal,1138
506005,Silwane,Hibiscus Coast,KwaZulu-Natal,2201
578023,Simdlangentsha,eDumbe,KwaZulu-Natal,2543
565035,Simolobha,Impendle,KwaZulu-Natal,1290
765007,Simunye,Westonaria,Gauteng,18350
876026,Sincobile,Nkomazi,Mpumalanga,470
593015,Sindumbeni,Ndwedwe,KwaZulu-Natal,497
271415,Singeni,Mnquma,Eastern Cape,205
598112,Singisi,Umzimkhulu,KwaZulu-Natal,1220
286185,Singungweni,Elundini,Eastern Cape,131
580038,Sinqanda,Nongoma,KwaZulu-Natal,859
968067,Sinthumule,Makhado,Limpopo,52646
286198,Sinxago,Elundini,Eastern Cape,182
285024,Sipafeni,Sakhisizwe,Eastern Cape,303
598214,Siphahleni,Umzimkhulu,KwaZulu-Natal,1109
598100,Siphangeni,Umzimkhulu,KwaZulu-Natal,379
298012,Siphethu,Ntabankulu,Eastern Cape,1436
589043,Siphezi,uMlalazi,KwaZulu-Natal,1447
581048,Siphina,Ulundi,KwaZulu-Natal,1223
582052,Siphondweni,Umhlabuyalingana,KwaZulu-Natal,2290
503047,Sipofu,Umzumbe,KwaZulu-Natal,1302
571073,Siqalabeni,Okhahlamba,KwaZulu-Natal,2282
291073,Siqhozameni,Port St Johns,Eastern Cape,258
293226,Siqithi,Mhlontlo,Eastern Cape,41
589056,Siqwanjana,uMlalazi,KwaZulu-Natal,458
296145,Sirhudlwini,Umzimvubu,Eastern Cape,595
270008,Siroshweni B,Mbhashe,Eastern Cape,323
581076,Sishili B,Ulundi,KwaZulu-Natal,635
293274,Sisuzeni,Mhlontlo,Eastern Cape,499
284312,Sitebe,Engcobo,Eastern Cape,487
295263,Sithiweni,Matatiele,Eastern Cape,292
565028,Sithunjwana,Impendle,KwaZulu-Natal,1651
565022,Sitofela,Impendle,KwaZulu-Natal,557
977011,Sitrusvlakte,Thabazimbi,Limpopo,691
290162,Situlu,Ngquza Hill,Eastern Cape,688
271297,Sivangxa,Mnquma,Eastern Cape,299
296077,Sivumela,Umzimvubu,Eastern Cape,205
594012,Siwongozi,Ingwe,KwaZulu-Natal,348
286169,Sixhotyeni,Elundini,Eastern Cape,270
282246,Sixotyeni A,Intsika Yethu,Eastern Cape,478
290135,Siyabulela,Ngquza Hill,Eastern Cape,145
376002,Siyancuma NU,Siyancuma,Northern Cape,7127
375002,Siyathemba NU North,Siyathemba,Northern Cape,1325
870007,Siyathuthuka,Emakhazeni,Mpumalanga,12159
594025,Sizanenjana,Ingwe,KwaZulu-Natal,1186
294310,Sizindeni B,King Sabata Dalindyebo,Eastern Cape,871
295080,Skepaneng,Matatiele,Eastern Cape,387
276158,Skolweni,Nkonkobe,Eastern Cape,228
598115,Skoonplaas,Umzimkhulu,KwaZulu-Natal,343
986044,Skutlong,Fetakgomo,Limpopo,222
660007,Slagboom,Moretele,North West,773
667048,Slurry,Mafikeng,North West,587
284016,Smit,Engcobo,Eastern Cape,351
968001,Smokey,Makhado,Limpopo,233
286180,Snowabile,Elundini,Eastern Cape,1962
273089,Sobotini,Amahlathi,Eastern Cape,430
365004,Soebatsfontein,Kamiesberg,Northern Cape,276
529041,Sofaya,Abaqulusi,KwaZulu-Natal,1143
987015,Sokodimeng,Greater Tubatse,Limpopo,248
383002,Sol Plaatjie NU,Sol Plaatjie,Northern Cape,2846
270417,Somatika,Mbhashe,Eastern Cape,575
199045,Somerset West,City of Cape Town,Western Cape,55166
871007,Somphalali,Thembisile,Mpumalanga,1853
598200,Sondzaba,Umzimkhulu,KwaZulu-Natal,0
661038,Sonop,Madibeng,North West,4659
503028,Sosibo,Umzumbe,KwaZulu-Natal,1476
506052,Southbroom,Hibiscus Coast,KwaZulu-Natal,1615
799022,Soutpan,City of Tshwane,Gauteng,2157
984036,Sovolo,Elias Motsoaledi,Limpopo,1838
579017,Spekboom,UPhongolo,KwaZulu-Natal,674
664020,Spitskop,Moses Kotane,North West,1686
296087,Spolweni,Umzimvubu,Eastern Cape,1048
294108,Spring Vale,King Sabata Dalindyebo,Eastern Cape,357
668013,Springbokpan,Ditsobotla,North West,2122
287078,Springkaanspoort,Senqu,Eastern Cape,311
597013,Springvale Mission,Ubuhlebezwe,KwaZulu-Natal,392
529020,Squebezi,Abaqulusi,KwaZulu-Natal,446
591004,St Cyprian Mission,Mandeni,KwaZulu-Natal,1914
586030,St Lucia,Mtubatuba,KwaZulu-Natal,1104
295103,St Paul,Matatiele,Eastern Cape,1278
584018,St. Lucia Marine Reserve,The Big 5 False Bay,KwaZulu-Natal,9
864006,Standerton,Lekwa,Mpumalanga,43966
297198,Stanford B,Mbizana,Eastern Cape,114
968007,Starlight,Makhado,Limpopo,611
987145,Steelpoort,Greater Tubatse,Limpopo,1105
670001,Stella,Naledi,North West,890
167029,Stellenbosch Rural,Stellenbosch,Western Cape,5
280003,Sterkstroom,Inkwanca,Eastern Cape,3888
289009,Steynsburg,Gariep,Eastern Cape,2488
588056,Stezi,Ntambanana,KwaZulu-Natal,4926
175008,Still Bay,Hessequa,Western Cape,3514
985100,Stocking,Makhuduthamaga,Limpopo,1498
984048,Stompo,Elias Motsoaledi,Limpopo,1767
986097,Stopong,Fetakgomo,Limpopo,648
598138,Straalhoek,Umzimkhulu,KwaZulu-Natal,38
598067,Strangerest,Umzimkhulu,KwaZulu-Natal,487
760001,Stretford,Emfuleni,Gauteng,17458
374004,Strydenburg,Thembelihle,Northern Cape,2987
273045,Stutterheim,Amahlathi,Eastern Cape,24673
293047,Sulenkama,Mhlontlo,Eastern Cape,483
664091,Sun Village,Moses Kotane,North West,1329
867006,Sundra,Victor Khanye,Mpumalanga,2826
503070,Sunduza,Umzumbe,KwaZulu-Natal,1099
270431,Sundwana B,Mbhashe,Eastern Cape,211
297043,Sunnyside,Mbizana,Eastern Cape,468
669001,Supingstad,Ramotshere Moiloa,North West,2453
367004,Sutherland,Karoo Hoogland,Northern Cape,2836
799007,Suurman,City of Tshwane,Gauteng,11071
297242,Swane Ridge,Mbizana,Eastern Cape,613
660056,Swartdamstad,Moretele,North West,3756
164002,Swartland NU,Swartland,Western Cape,32258
180004,Swartvlei,Knysna,Western Cape,20
291131,Swazini,Port St Johns,Eastern Cape,1104
276124,Sweet,Nkonkobe,Eastern Cape,100
170005,Swellendam,Swellendam,Western Cape,17537
384009,Sydney on Vaal,Dikgatlong,Northern Cape,33
499031,Tabane,Mangaung,Free State,237
294065,Tabase Mission,King Sabata Dalindyebo,Eastern Cape,1129
271376,Tafalofefe,Mnquma,Eastern Cape,1368
270171,Tafeni,Mbhashe,Eastern Cape,1753
566042,Tafuleni,The Msunduzi,KwaZulu-Natal,1104
282084,Taiwan,Intsika Yethu,Eastern Cape,267
985161,Takataka,Makhuduthamaga,Limpopo,2044
294292,Tala,King Sabata Dalindyebo,Eastern Cape,730
282256,Taleni,Intsika Yethu,Eastern Cape,166
499006,Talla,Mangaung,Free State,434
298031,Tambeko,Ntabankulu,Eastern Cape,689
276012,Tamboekievlei,Nkonkobe,Eastern Cape,352
366006,Tankwa-Karoo National Park,Hantam,Northern Cape,28
287065,Tapoleng,Senqu,Eastern Cape,513
279009,Tarkastad,Tsolwana,Eastern Cape,1604
524011,Taum,Newcastle,KwaZulu-Natal,883
276070,Teba,Nkonkobe,Eastern Cape,268
877119,Teka Mahala,Bushbuckridge,Mpumalanga,2301
271331,Teko-Springs,Mnquma,Eastern Cape,929
529035,Telezeni,Abaqulusi,KwaZulu-Natal,1698
582010,Tembe,Umhlabuyalingana,KwaZulu-Natal,60
290286,Tembukazi,Ngquza Hill,Eastern Cape,1364
167015,Tennantville,Stellenbosch,Western Cape,563
282319,Tenza,Intsika Yethu,Eastern Cape,252
176007,Tergniet,Mossel Bay,Western Cape,1264
873004,Thaba Chweu NU,Thaba Chweu,Mpumalanga,17527
666003,Thaba Sione,Tswaing,North West,1195
877095,Thabakgolo,Bushbuckridge,Mpumalanga,5939
984073,Thabakhubedu,Elias Motsoaledi,Limpopo,5924
985013,Thabampje Ga Sefoka,Makhuduthamaga,Limpopo,3259
986090,Thabanaseso,Fetakgomo,Limpopo,350
472050,Thabang,Maluti a Phofung,Free State,4322
977002,Thabazimbi A,Thabazimbi,Limpopo,28847
295217,Thabeng,Matatiele,Eastern Cape,770
290171,Thafabanzi,Ngquza Hill,Eastern Cape,1244
295273,Thahathala,Matatiele,Eastern Cape,328
961041,Thakgalane,Greater Letaba,Limpopo,4691
670006,Thakwane,Naledi,North West,2760
976061,Thamangane,Lepele-Nkumpi,Limpopo,890
876055,Thambokhulu,Nkomazi,Mpumalanga,1494
585027,Thandanini,Hlabisa,KwaZulu-Natal,3317
582017,Thandizwe,Umhlabuyalingana,KwaZulu-Natal,4387
274124,Tharfield,Ngqushwa,Eastern Cape,525
589079,Thawini,uMlalazi,KwaZulu-Natal,1001
571021,The Downs,Okhahlamba,KwaZulu-Natal,1300
566011,The Msunduzi NU,The Msunduzi,KwaZulu-Natal,3036
766015,The Village,Merafong City,Gauteng,698
860013,Theeboom,Albert Luthuli,Mpumalanga,418
662058,Thekwane,Rustenburg,North West,2665
575010,Thelezini,Nqutu,KwaZulu-Natal,1209
261006,Thembalesizwe,Camdeboo,Eastern Cape,2029
966057,Thembaluvhilo,Thulamela,Limpopo,43
374002,Thembelihle NU,Thembelihle,Northern Cape,2625
799038,Thembisile,City of Tshwane,Gauteng,1809
503012,Thendeni,Umzumbe,KwaZulu-Natal,78
598066,Thenti,Umzimkhulu,KwaZulu-Natal,124
464001,Theunissen,Masilonyana,Free State,1549
589045,Thintumkhaba,uMlalazi,KwaZulu-Natal,596
664071,Thlatlaganyane,Moses Kotane,North West,2539
271039,Thoboyi,Mnquma,Eastern Cape,725
580044,Thokazi,Nongoma,KwaZulu-Natal,2250
987027,Thokwane,Greater Tubatse,Limpopo,2661
296218,Tholeni A,Umzimvubu,Eastern Cape,5
960015,Thomo,Greater Giyani,Limpopo,5520
598036,Thonjeni,Umzimkhulu,KwaZulu-Natal,196
470002,Thorisong,Dihlabeng,Free State,9558
279005,Thorneycroft,Tsolwana,Eastern Cape,757
268005,Thornhill,Kouga,Eastern Cape,2462
598176,Thorny Bush,Umzimkhulu,KwaZulu-Natal,419
286005,Thoteng,Elundini,Eastern Cape,406
968127,Thovhalas-Kraal,Makhado,Limpopo,399
271420,Thubeni,Mnquma,Eastern Cape,919
966002,Thulamela NU North,Thulamela,Limpopo,700
576080,Thulini Lwezulu,Msinga,KwaZulu-Natal,1314
577026,Thulwini,Umvoti,KwaZulu-Natal,1007
974065,Thune,Polokwane,Limpopo,1639
294442,Thungwana,King Sabata Dalindyebo,Eastern Cape,367
282321,Thunzini,Intsika Yethu,Eastern Cape,281
292201,Thuswini,Nyandeni,Eastern Cape,575
665020,Thutlwane,Ratlou,North West,1883
290043,Thwasi,Ngquza Hill,Eastern Cape,629
969054,Tiekieline,Blouberg,Limpopo,2345
677003,Tigane,City of Matlosana,North West,17141
962077,Tikiline,Greater Tzaneen,Limpopo,7694
466003,Tikwana,Tswelopele,Free State,14738
877003,Timbavati,Bushbuckridge,Mpumalanga,349
286025,Tinana,Elundini,Eastern Cape,1358
295074,Tiping,Matatiele,Eastern Cape,1887
285035,Tiwane,Sakhisizwe,Eastern Cape,265
877115,Tiyimeleni B,Bushbuckridge,Mpumalanga,2992
976069,Tjiane,Lepele-Nkumpi,Limpopo,1351
674040,Tlakgameng,Kagisano/Molopo,North West,16028
978016,Tlapaliburethi,Lephalale,Limpopo,519
672021,Tlapeng B,Greater Taung,North West,286
662048,Tlhabane,Rustenburg,North West,50073
982029,Tlhohoyanku,Mogalakwena,Limpopo,1531
969019,Tlhona,Blouberg,Limpopo,1094
664098,Tlokweng,Moses Kotane,North West,11250
672022,Tobias,Greater Taung,North West,31
281011,Toisekraal,Lukanji,Eastern Cape,1467
286078,Tokwana,Elundini,Eastern Cape,1705
969038,Tolwe,Blouberg,Limpopo,271
876029,Tonga A,Nkomazi,Mpumalanga,8676
599014,Tongaat Beach,eThekwini,KwaZulu-Natal,722
292236,Tonti,Nyandeni,Eastern Cape,495
293270,Tora,Mhlontlo,Eastern Cape,423
564007,Townview,Mpofana,KwaZulu-Natal,6803
965043,Travenna,Mutale,Limpopo,843
678005,Trotsville,Maquassi Hills,North West,12626
562036,Trust Feed B,uMshwathi,KwaZulu-Natal,679
260156,Tsaba,Buffalo City,Eastern Cape,457
284093,Tsalaba A,Engcobo,Eastern Cape,158
381001,Tsantsabane NU,Tsantsabane,Northern Cape,3399
985034,Tsatang,Makhuduthamaga,Limpopo,554
799032,Tsebe,City of Tshwane,Gauteng,2702
472040,Tseki,Maluti a Phofung,Free State,7888
674011,Tseng,Kagisano/Molopo,North West,716
295154,Tsepisong,Matatiele,Eastern Cape,1823
271052,Tshabaqu,Mnquma,Eastern Cape,248
965120,Tshagwa,Mutale,Limpopo,395
270471,Tshali,Mbhashe,Eastern Cape,250
968073,Tshamavhudzi,Makhado,Limpopo,422
281028,Tshamehlo,Lukanji,Eastern Cape,205
965015,Tshamutavha,Mutale,Limpopo,237
583094,Tshaneni,Jozini,KwaZulu-Natal,2436
292294,Tshatshi,Nyandeni,Eastern Cape,633
968031,Tshavhalovhedzi,Makhado,Limpopo,950
968065,Tshedza,Makhado,Limpopo,1799
597058,Tsheleni,Ubuhlebezwe,KwaZulu-Natal,1999
291043,Tsheni,Port St Johns,Eastern Cape,182
760010,Tshepiso,Emfuleni,Gauteng,29268
985112,Tshesane,Makhuduthamaga,Limpopo,1097
986083,Tshewereng,Fetakgomo,Limpopo,741
965126,Tshiavha,Mutale,Limpopo,31
966172,Tshidzate,Thulamela,Limpopo,781
968072,Tshiendeulu,Makhado,Limpopo,1667
965036,Tshifunguduwe,Mutale,Limpopo,139
966061,Tshiiwani,Thulamela,Limpopo,227
286167,Tshikaro,Elundini,Eastern Cape,217
968045,Tshikikinini,Makhado,Limpopo,764
965032,Tshikondeni B,Mutale,Limpopo,431
968117,Tshikumbu,Makhado,Limpopo,84
965008,Tshikuyu,Mutale,Limpopo,337
966078,Tshilapfene,Thulamela,Limpopo,1495
966154,Tshilungoma,Thulamela,Limpopo,2526
675010,Tshing,Ventersdorp,North West,17869
965082,Tshiozwi,Mutale,Limpopo,188
965035,Tshipise,Mutale,Limpopo,1052
968046,Tshirolwe,Makhado,Limpopo,2697
292161,Tshisabantu,Nyandeni,Eastern Cape,1019
293298,Tshisani,Mhlontlo,Eastern Cape,1017
968014,Tshitadi,Makhado,Limpopo,455
965099,Tshitandani  A,Mutale,Limpopo,255
965061,Tshitanzhe,Mutale,Limpopo,206
966084,Tshithuthuni,Thulamela,Limpopo,2031
968034,Tshituni B,Makhado,Limpopo,4499
968098,Tshivhade,Makhado,Limpopo,242
965041,Tshivhongweni,Mutale,Limpopo,401
965116,Tshixwadza,Mutale,Limpopo,429
271173,Tshoma,Mnquma,Eastern Cape,162
985119,Tshopaneng,Makhuduthamaga,Limpopo,436
